id,name,salary,responsibility,requirement,url
117987341,Стажер Backend-разработчик,Зарплата не указана,"Быстро и качественно писать код, соблюдая высокие стандарты разработки. Строго следовать указаниям тимлида и технического лида. Поддерживать уважительное взаимодействие с...",Nest.js Basics. Version Control (Git). Знание узбекского языка в совершенстве.,https://api.hh.ru/vacancies/117987341?host=hh.ru
118148687,Фронтенд разработчик (Typescript+React),Зарплата не указана,"Разработка различных страниц панели управления контентом и бизнес-логики оркестрации в кросс-функциональной команде. Написание различных тестов (unit, end-to...","Глубокое понимание основных концепций React, компоненты, состояние, props, жизненные циклы. Знание современных паттернов проектирования в React, HOC, Render Props, Compound...",https://api.hh.ru/vacancies/118148687?host=hh.ru
118181710,Frontend-разработчик (TS/React/Electron),Зарплата не указана,,"Знание JavaScript (ES6+), TypeScript, React.js: Понимание принципов работы компонентного подхода, состояний (state), свойств (props) и жизненного цикла компонентов. ",https://api.hh.ru/vacancies/118181710?host=hh.ru
118183867,Middle Manual QA Specialist,Зарплата не указана,"Проводить функциональное, интеграционное, регрессионное тестирование. Взаимодействие с проектной командой (<highlighttext>разработчики</highlighttext>, аналитики, менеджеры, devops-инженеры, поддержка). Анализировать требования задач и создавать...","Опыт тестирования API (JSON, REST API), frontend&backend (WEB). Опыт работы с dev-tools (browser). Опыт работы с командной строкой. ",https://api.hh.ru/vacancies/118183867?host=hh.ru
118160200,Junior/Middle QA engineer/Тестировщик (Новосибирск),"{'from': 120000, 'to': 170000, 'currency': 'RUR', 'gross': False}","Планирование (составление планов тестирования, тест-кейсов) и проведение тестирования фич. Ведение документации тестирования. Взаимодействие с другими членами команды: <highlighttext>разработчиками</highlighttext>, аналитиками...",Опыт работы от 1 года. Базовый уровень знания одного или нескольких языков программирования (в приоритете Python или JS). ,https://api.hh.ru/vacancies/118160200?host=hh.ru
118076488,Manual QA в онлайн кинотеатр KION,Зарплата не указана,"Проведение функционального, регрессионного, интеграционного и других видов тестирования. Взаимодействие с <highlighttext>разработчиками</highlighttext> и аналитиками для уточнения требований и выявления потенциальных ошибок...",Опыт работы от 1 года в тестировании веб-приложений. Понимание процесса разработки ПО и участие QA на каждом этапе. ,https://api.hh.ru/vacancies/118076488?host=hh.ru
118192930,"Frontend-разработчик (Middle/Middle+, React)",Зарплата не указана,Разработка и поддержка интерфейсов на React. Участие в проектировании архитектуры клиентских приложений. Взаимодействие с командой backend-<highlighttext>разработчиков</highlighttext> и дизайнеров. ,"Опыт работы от 2 лет в роли Frontend-<highlighttext>разработчика</highlighttext>. Уверенное знание React 18, MobX. Опыт работы с JavaScript и TypeScript. ",https://api.hh.ru/vacancies/118192930?host=hh.ru
118188048,Frontend Developer (React/Next.js),"{'from': 150000, 'to': 250000, 'currency': 'RUR', 'gross': False}",Мнение каждого члена команды ценно и является большим плюсом к его профессионализму.,,https://api.hh.ru/vacancies/118188048?host=hh.ru
118168829,Android разработчик,Зарплата не указана,Разрабатывать новые компоненты и модули в имеющемся приложении. Написание новых приложений с нуля. Поддерживать уже существующие компоненты и модули. ,"Разработанные проекты, как пэт так и из пройденных курсов. Уверенное владение Kotlin, jetpack compose, умение писать SOLID-код. ",https://api.hh.ru/vacancies/118168829?host=hh.ru
118184514,Middle IOS разработчик,"{'from': 150000, 'to': 250000, 'currency': 'RUR', 'gross': False}",Разработка приложения со сложным UI в команде <highlighttext>разработчиков</highlighttext>. Построение архитектуры приложения. Реализация клиент-серверного взаимодействия. Написание тестов.,"Опыт коммерческой разработки от 4-х лет. Опыт разработки под iOS на Swift, умение разбираться с Objective C кодом. ",https://api.hh.ru/vacancies/118184514?host=hh.ru
118064517,IOS разработчик (Middle),Зарплата не указана,Разрабатывать приложения с 0 и дорабатывать существующие приложения. Продумывать архитектуру приложения. Улучшать аналитику и добавлять события и A/B тесты...,"Опыт работы в коммерческой разработке от 2-3 лет. Желание и умение писать аккуратный код, который легко поддерживать. ",https://api.hh.ru/vacancies/118064517?host=hh.ru
118113347,Frontend-разработчик,Зарплата не указана,Много проектов и скучать точно не придётся. Обычно на одном <highlighttext>разработчике</highlighttext> в активной фазе 1-2 проекта и еще 3...,Опыт коммерческой разработки от 1 года. Знание JavaScript и TypeScript. Next.js и React — обязательно на хорошем уровне. Понимание рендеринга CSR...,https://api.hh.ru/vacancies/118113347?host=hh.ru
117947039,Swift Developer,Зарплата не указана,"Разрабатывать и поддерживать iOS-приложения с использованием Swift. Проектировать экраны, тестировать гипотезы и публиковать приложения в App Store. ","Имеет опыт работы со Swift от 6 месяцев. Владeет SwiftUI, Combine, async/await. Понимает базовые паттерны проектирования и архитектуры iOS. ",https://api.hh.ru/vacancies/117947039?host=hh.ru
118151903,Middle Frontend-разработчик,Зарплата не указана,"Разработка клиентских приложений с использованием TypeScript. Проектирование и реализация веб-интерфейсов с использованием фреймворков NextJS, React, Redux. Оптимизация приложений для...","Опытом работы с TypeScript не менее 3 лет. Знаниями современных стандартов ECMAScript, опытом работы с фреймворками NextJS, React, Redux. ",https://api.hh.ru/vacancies/118151903?host=hh.ru
118144443,IOS-разработчик,Зарплата не указана,"Разрабатывать новый функционал в рамках текущего приложения Kufar (к примеру, верификация по номеру телефона, поиск объявлений по карте, in-app...","Отлично разбираешься в Swift. Хорошо знаешь UIKit, желательно опыт работы со SnapKit, опыт с SwiftUI будет плюсом. Имеешь опыт работы...",https://api.hh.ru/vacancies/118144443?host=hh.ru
118121927,Frontend-разработчик,Зарплата не указана,"Заниматься поддержкой и развитием наших проектов. Заниматься редизайном frontend-части, в том числе избавлятся от легаси, и переписывать код. ","Vite 4, Vitest, Nx, monorepo (workspaces). Microfrontends. Имеешь опыт работы фронтенд-<highlighttext>разработчиком</highlighttext> от 2 лет. Имеешь опыт работы на React...",https://api.hh.ru/vacancies/118121927?host=hh.ru
118116752,Ведущий геолог,"{'from': 1000000, 'to': 2000000, 'currency': 'KZT', 'gross': False}",Assist with mentoring and <highlighttext>development</highlighttext> of young geologists and technicians. Evaluate or <highlighttext>develop</highlighttext> programs or assist geology manager in evaluation...,"Bachelor of Science in Geology or related field required. Porphyry Au-Cu-Mo, Orogenic Au, Epithermal Au and VMS deposits...",https://api.hh.ru/vacancies/118116752?host=hh.ru
118181443,Python-разработчик,Зарплата не указана,Стек проектов:,Что нужно от тебя? От 2+ лет коммерческого опыта в релевантном стеке. Опыт проектирования сервисов. Опыт работы с aiohttp...,https://api.hh.ru/vacancies/118181443?host=hh.ru
117914801,Руководитель отдела продаж проекта UzMall,"{'from': 1500, 'to': 0, 'currency': 'USD', 'gross': False}","Удобную CRM (AmoCRM) для оптимизации всех процессов. Полное сопровождение от отдела маркетинга. Знаешь, что такое холодные звонки, ведение переговоров и...",Умеешь строить крепкие отношения с клиентами и вдохновлять свою команду. Опыт работы с недвижимостью. Обязательные навыки: Построение и автоматизация системы...,https://api.hh.ru/vacancies/117914801?host=hh.ru
118098072,Начинающий специалист - Тестировщик,"{'from': 80000, 'to': 160000, 'currency': 'RUR', 'gross': False}","Работа с проектами внутри компании. ﻿﻿Развитие IT проектов. ﻿﻿Проведение презентаций. ﻿﻿Участие в организационных вопросах. ﻿﻿Работа без разъездов, удаленный формат работы. ﻿﻿",,https://api.hh.ru/vacancies/118098072?host=hh.ru
118153686,Golang-разработчик (Middle),Зарплата не указана,Разработка и поддержка серверных приложений на Go. Проектирование и реализация RESTful API. Участие в проектировании архитектуры приложений. Написание тестов и...,"Отличное владение Golang, стаж в коммерческой разработке не менее 2х лет. Опыт работы с Git. Опыт работы в Linux. ",https://api.hh.ru/vacancies/118153686?host=hh.ru
118090061,Тестировщик игр,"{'from': 20000, 'to': 72000, 'currency': 'RUR', 'gross': False}",Документирование найденных ошибок. - Взаимодействие с <highlighttext>разработчиками</highlighttext> для устранения выявленных проблем. - Участие в улучшении процессов тестирования. - Выполнение повторного тестирования после внесения...,"Опыт игры на разных платформах (ПК, консоли, мобильные устройства). - Знание хотя бы одной игровой платформы. - Умение описывать баги и проблемы. - ",https://api.hh.ru/vacancies/118090061?host=hh.ru
118186044,Разработчик Java,Зарплата не указана,Поддерживать и развивать текущие решения по интеграции системы «Автоаттестация» с внешними ИТ-системами. Разрабатывать новые решения по интеграции. ,34 года опыта IT экспертизы. 23 города присутствия по России. Более 2300 сотрудников. Более 200 предоставляемых сервисов. Имеете опыт работы...,https://api.hh.ru/vacancies/118186044?host=hh.ru
117574538,Менеджер по продажам,"{'from': 700, 'to': 3000, 'currency': 'USD', 'gross': True}","Активный поиск и привлечение новых клиентов а так же прорабов (застройщики, <highlighttext>девелоперы</highlighttext>, частные заказчики) и развивать В2В. * ",Опыт работы в продажах в сфере архитектуры и строительства от 3 лет. * Глубокое понимание специфики отрасли и проектного цикла. * ,https://api.hh.ru/vacancies/117574538?host=hh.ru
118069216,Тестировщик веб приложений (Manual QA),Зарплата не указана,Проектировать и документировать тест-кейсов. Проводить функциональное тестирование. Проводить регрессионное тестирование. Взаимодействовать с командой <highlighttext>разработчиков</highlighttext> и менеджерами проектов.,"Опыт тестирования REST API, SOAP, UI, Mobile. Опыт работы с Postman, Linux, MITM, Kafka, Charles. Навыки работы с ELK, SQL...",https://api.hh.ru/vacancies/118069216?host=hh.ru
118121173,Frontend-разработчик,Зарплата не указана,"Разработка новых и поддержка существующих веб-сервисов (как крупные нагруженные проекты, так и небольшие). Кастомизация дашбордов и графиков. ","Законченное высшее образование. Уверенное знание базового стека: React (с хуками), js, ts, css, html, git. Опыт SSR разработки, желательно на...",https://api.hh.ru/vacancies/118121173?host=hh.ru
118124774,Тестировщик ПО (QA Middle),Зарплата не указана,"Контроль исправления багов. Писать документацию, чек-листы / тест-кейсы. Поддерживать тестовую документацию в актуальном состоянии. Взаимодействовать с <highlighttext>разработчиками</highlighttext>, аналитиками и...",Теоретические знания о процессе тестирования и его месте в процессе разработки ПО. Основы работы с OC (Windows). Понимание принципов работы...,https://api.hh.ru/vacancies/118124774?host=hh.ru
117601502,Продавец-консультант ювелирных изделий,Зарплата не указана,"Рассказывать о брендах, стилях, видах драгоценных камней, производстве украшений, уходу за ними:",Создавать настроение своей улыбкой и доброжелательностью. Требования: Грамотная речь (узбекский и русский). Умение слушать и слышать покупателя. Высокий уровень личной...,https://api.hh.ru/vacancies/117601502?host=hh.ru
117841031,Java-разработчик ДТРРБ,Зарплата не указана,"Разработĸа новых миĸросервисов, поддержĸа и доработĸа теĸущих. Подготовĸа релиз плана перед обновлением сервиса или первого вывода в прод. ","Опыт разработки на Java от 3х лет. Уверенное владение Java, понимание принципов работы JVM. Знание основных библиотек и шаблонов...",https://api.hh.ru/vacancies/117841031?host=hh.ru
118119500,Frontend разработчик(TaskTracker),Зарплата не указана,"Развивать и поддерживать высоко-нагруженный сервис с плагинной/микрофронтовой архитектурой, используя Feature-Sliced Design методологию. Участвовать в определении направления развития...","Уверенное владение JavaScript, TypeScript, React, CSS, HTML5 (от 3-х лет), понимание принципов работы Nginx, знание основных библиотек, структур...",https://api.hh.ru/vacancies/118119500?host=hh.ru
118188049,Frontend Developer (React/Next.js),"{'from': 150000, 'to': 250000, 'currency': 'RUR', 'gross': False}",Мнение каждого члена команды ценно и является большим плюсом к его профессионализму.,,https://api.hh.ru/vacancies/118188049?host=hh.ru
118195675,Frontend разработчик (Middle/Senior),"{'from': 250000, 'to': 0, 'currency': 'RUR', 'gross': False}",Верстать кроссбраузерно. Соблюдать дедлайны. Проверять за собой работу и нести ответственность за результат. Составляет понимание задачи и согласовывает с командой...,"React, NextJS. TypeScript.",https://api.hh.ru/vacancies/118195675?host=hh.ru
118117990,Frontend-разработчик,"{'from': 80000, 'to': 0, 'currency': 'RUR', 'gross': False}","Разрабатывать виджеты для различных систем (CRM, ERP, IP-телефонии, мессенджеры). Разбираться и применять на практике API облачных сервисов (Google, Яндекс...","Имеешь минимальный опыт коммерческой разработки (от полугода). Уверенно владеешь JavaScript (ES6), HTML, CSS (основная разработка будет вестись на JS...",https://api.hh.ru/vacancies/118117990?host=hh.ru
117580625,QA Manual Engineer,Зарплата не указана,"Написание тестовых сценариев. Обнаружение, документирование. Участие в проработке задач. Взаимодействие с <highlighttext>разработчиками</highlighttext> и аналитиками из других отделов для выполнения задач. ","Знание методов и методик тестирования. Умение создавать и проводить ревью документации по тестированию (Тест-кейсы, Чек-листы, Тест-планы). ",https://api.hh.ru/vacancies/117580625?host=hh.ru
117999604,React / Frontend-разработчик,Зарплата не указана,Кроссбраузерная верстка. Стандарты кодирования. - Разработка web сервисов.,"Уверенные знания HTML/HTML5, CSS/CSS3, JavaScript. Знание React.js, Next.js, SCSS, Webpack. ⁠ ⁠Опыт работы с Shadscn или аналогичным. ⁠ ⁠",https://api.hh.ru/vacancies/117999604?host=hh.ru
118125492,Специалист по кадровому документообороту,"{'from': 80000, 'to': 0, 'currency': 'RUR', 'gross': False}",Ведение КДП в полном объеме.,"Опыт работы в 1С ЗУП. Опыт работы специалистом кадрового делопроизводства от 5 лет. Внимательность, быстрая обучаемость, коммуникабельность, высокая производительность.",https://api.hh.ru/vacancies/118125492?host=hh.ru
118121977,Middle frontend-разработчик (React) (Гибрид),Зарплата не указана,"Доработка готовых проектов (исправление багов, расширение функциональности). Техническая оценка задач. Взаимодействие с backend <highlighttext>разработчиками</highlighttext> для согласования схем API. ",Опыт работы frontend <highlighttext>разработчиком</highlighttext> от 2-3х лет. Опыт разработки консоли управления. Отличные знания JavaScript. Опыт работы с классовыми...,https://api.hh.ru/vacancies/118121977?host=hh.ru
118141705,Senior Frontend разработчик (TypeScript/React),Зарплата не указана,"Реализация внутренних проектов банка. Разработка нового функционала, поддержка существующего (личные кабинеты, порталы). Интеграция с внешними системами (API). Разработка по методологии...","Опыт работы от 3х лет. Уверенное знание JavaScript,TypeScript React Redux; опыт разработки на Vue.js -будет преимуществом. ",https://api.hh.ru/vacancies/118141705?host=hh.ru
118151870,Middle Frontend-разработчик,Зарплата не указана,"Разработка клиентских приложений с использованием TypeScript. Проектирование и реализация веб-интерфейсов с использованием фреймворков NextJS, React, Redux. Оптимизация приложений для...","Опытом работы с TypeScript не менее 3 лет. Знаниями современных стандартов ECMAScript, опытом работы с фреймворками NextJS, React, Redux. ",https://api.hh.ru/vacancies/118151870?host=hh.ru
118135040,Коммерческий директор (CCO),Зарплата не указана,Полное оперативное руководство направлением компании по продаже нерудных материалов. Разработка и реализация коммерческой стратегии направления продаж нерудных материалов. ,"Подтвержденный опыт работы в сегменте B2B от 6 лет. Знание и опыт работы с программами 1С, CRM...",https://api.hh.ru/vacancies/118135040?host=hh.ru
118182870,Разработчик React,Зарплата не указана,Работать над крупным проектом в качестве frontend-<highlighttext>разработчика</highlighttext>. Принимать участие в разработке и развитии архитектуры сервисов. Писать модульные тесты. ,34 года опыта IT экспертизы. 23 города присутствия по России. Более 2300 сотрудников. Более 200 предоставляемых сервисов. Имеете опыт работы...,https://api.hh.ru/vacancies/118182870?host=hh.ru
118186556,Frontend Разработчик (React/JavaScript/TypeScript/Redux/MobX),Зарплата не указана,"Стек проекта: JavaScript, TypeScript, React, Redux, MobX. Проектирование, разработка и внедрение аналитических систем для газового бизнеса. Разработка хранилища данных. ","Высшее образование. Дополнительные умения: Git, REST API. Навыки систематизации и структурирования информации. Умение делать выводы, находить главное, быстро предлагать решения...",https://api.hh.ru/vacancies/118186556?host=hh.ru
118119694,IT директор,"{'from': 500000, 'to': 600000, 'currency': 'RUR', 'gross': True}","Управление разработкой и поддержанием продуктов, включая работу с внутренними и внешними <highlighttext>разработчиками</highlighttext>, а также координация с другими структурными подразделениями и...","опыт работы на позиции CIO, IT Director или в аналогичной роли в технологических или госкомпаниях от 5 лет. ",https://api.hh.ru/vacancies/118119694?host=hh.ru
117161804,Тестировщик / QA инженер,"{'from': 0, 'to': 214000, 'currency': 'RUR', 'gross': False}","Проведение e2e, функционального, регрессивного тестирования web-приложений (frontend). Создание, запуск и мониторинг автотестов, участие в ревью. ",Знание методов и методик тестирования. Владение системой контроля версий GIT. Опыт работы с GNU/linux-подобными операционными системами. ,https://api.hh.ru/vacancies/117161804?host=hh.ru
118165413,Junior/Middle iOS разработчик,"{'from': 300000, 'to': 500000, 'currency': 'KZT', 'gross': True}","Плотное взаимодействие с кроссфункциональными командами, включая менеджеров, дизайнеров, бэкенд-<highlighttext>разработчиков</highlighttext> и тестировщиков. * Написание чистого, поддерживаемого и высокопроизводительного кода. * ",...лаконично излагать мысли. Будет преимуществом: * Опыт работы с новыми фреймворками и инструментами iOS. * Коммерческий опыт работы в качестве iOS <highlighttext>разработчика</highlighttext>.,https://api.hh.ru/vacancies/118165413?host=hh.ru
118157441,Тестировщик,"{'from': 40000, 'to': 0, 'currency': 'RUR', 'gross': True}","Ручное тестирование. Написание тестовой документации. Подготовка стендов. Написание автотестов Selenium, Soap UI.","Желателен опыт работы в банке или IT компании. Знание теории тестирования. Начальное программирование обязательно. Знание ОС Windows, MSOffice на уровне...",https://api.hh.ru/vacancies/118157441?host=hh.ru
118183702,Backend Python Developer Junior+,"{'from': 110000, 'to': 150000, 'currency': 'RUR', 'gross': False}",Выполнение тестового задания. Скрининг интервью + небольшой тех.чек от HR. Техническое собеседование с руководством компании и опытным <highlighttext>разработчиком</highlighttext>.,Уровень Junior+. Уверенные знания Python 3.8+ (опыт коммерческой разработки от 1 года). Опыт работы с Flask или другим...,https://api.hh.ru/vacancies/118183702?host=hh.ru
118179111,Middle Frontend-разработчик,Зарплата не указана,"Технологический стэк: Tailwind CSS, CSS модули, CSS in JS. Redux, Zustand. FSD (функциональная структура данных). Jest, React Testing Library.","JavaScript (ES5+). Уверенные знания Git. Другие популярные библиотеки для разработки веб-приложений. Опыт написания оптимизированных приложений, понимание на...",https://api.hh.ru/vacancies/118179111?host=hh.ru
